,Brand,Variety,Style,Country,Stars
1674,Han's South Korea,Rice Noodle With Seafood Flavored Soup,Tray,South Korea,3.5
1675,Sunlee,Pho Bo Beef Flavour Rice Stick,Bowl,Thailand,3.25
1676,Sarimi,Rasa Ayam Bawang,Pack,Indonesia,3.5
1677,Maruchan,Instant Lunch Chicken,Cup,United States,3.5
1678,FMF,Chow Tomato ,Pack,Fiji,4.25
1679,Long Kow,Crystal Noodles Savory Shoyu,Cup,China,1.5
1680,FMF,Chow Masala,Pack,Fiji,4.0
1681,Vina Acecook,Good Tomyum Kung Bean Vermicelli,Pack,Vietnam,3.5
1682,SuperMi,Sedaaap Mi Goreng,Pack,Indonesia,5.0
1683,Han's South Korea,Rice Noodle With Kimchi Flavored Soup,Tray,South Korea,3.0
1684,Paldo,Bowl Noodle Shrimp Flavor,Bowl,South Korea,3.25
1685,ABC,Selera Pedas Hot Tomato Soup Flavor,Pack,Indonesia,4.5
1686,Vina Acecook,Hao Hao Mushroom,Pack,Vietnam,2.75
1687,Unif / Tung-I,Mushroom Flavor Ramen Noodles,Pack,Vietnam,3.5
1688,Yamachan,Rich Shoyu Ramen,Pack,United States,4.0
1689,Yamachan,Nagasaki Sara Udon Chicken ,Pack,United States,4.25
1690,Yamachan,Cold Noodles With Lemon Soy Dressing,Pack,United States,4.0
1691,Yamachan,Tonkotsu-Shoyu Rich Pork Flavor Ramen,Pack,United States,4.75
1692,Yamachan,Miso Ramen Rich Sapporo Miso,Pack,United States,5.0
1693,Yamachan,Miso Ramen - Mild,Pack,United States,4.0
1694,Yamachan,Shio Ramen Seafood Mild,Pack,United States,4.5
1695,SuperMi,GoBang,Pack,Indonesia,5.0
1696,Han's South Korea,Rice Noodle With Hot & Spicy,Tray,South Korea,3.25
1697,Golden Wheat,South Korean Style Seafood,Cup,China,2.75
1698,Song Hak,Rice Topokki,Bowl,South Korea,5.0
1699,Nissin,Top Ramen Short Cuts Lime Chili,Pack,United States,3.75
1700,Nongshim,Shin Bowl (New),Bowl,United States,4.25
1701,Sarimi,Soto Koya Pedasss,Pack,Indonesia,3.25
1702,Sunlee,Artificial Chicken Rice Vermicelli,Bowl,Thailand,2.5
1703,Fuji Mengyo,Nabeyaki Udon,Bowl,Japan,3.5
1704,Vifon,Viet Rice Noodles Chicken,Pack,Vietnam,3.5
1705,Nongshim,Chapagetti,Bowl,United States,5.0
1706,Dragonfly,Artificial Hot & Sour Shrimp,Pack,China,4.0
1707,SuperMi,Mi Keriting Rasa Ayam Bawang,Pack,Indonesia,3.75
1708,Vina Acecook,Good Chicken Bean Vermicelli,Pack,Vietnam,3.25
1709,CJ CheilJedang,Katsuobushi Udon,Bowl,South Korea,3.75
1710,Indomie,Rasa Coto Makassar,Pack,Indonesia,4.0
1711,Master Kong,Mianba,Pack,China,4.0
1712,Little Cook,Stewed Duck,Cup,Thailand,3.0
1713,Unif / Tung-I,Chinese Spices Tong Tsai Bean Vermicelli,Pack,Taiwan,3.5
1714,Indomie,Special Fried Curly Noodle (Local),Pack,Indonesia,5.0
1715,Nissin,Top Ramen Short Cuts Roast Chicken,Pack,United States,4.25
1716,Vina Acecook,Hao Hao Mi Chay Vegetarian,Pack,Vietnam,3.25
1717,Baijia,Artificial Pickled Cabbage Fish,Pack,China,2.75
1718,Tradition,Imitation Chicken Vegetarian,Cup,United States,3.75
1719,Indomie,Rasa Mi Cakalang,Pack,Indonesia,4.5
1720,Sempio,Seafood Vermicelli Anchovy,Bowl,South Korea,4.25
1721,Little Cook,Mushroom Vegetarian,Bowl,Thailand,4.75
1722,Vina Acecook,Bestcook Hot & Sour Shrimp,Bowl,Vietnam,4.25
1723,Long Kow,Crystal Noodles Hot & Sour,Bowl,China,3.5
1724,Dongwon,RaUdong Unfried Noodle With Kimchi,Bowl,South Korea,4.5
1725,SuperMi,Sedaaap Mi Kuah Rasa Kari Ayam,Pack,Indonesia,4.0
1726,Dragonfly,Artificial Pork Ribs,Bowl,China,3.5
1727,Nissin,Top Ramen Short Cuts Chicken,Pack,United States,4.0
1728,Nissin,Top Ramen Cucharealo Tomato Chicken,Pack,United States,3.5
1729,Golden Wheat,South Korean Style Spicy Pork,Cup,China,3.5
1730,Itomen,Sansai Soba Edible Wld Plant,Bowl,Japan,3.25
1731,Vifon,Mi Kim Chee,Pack,Vietnam,3.75
1732,Nongshim,Doong Ji Cold Noodle Chilled Broth,Pack,South Korea,4.25
1733,Maggi,2 Minute Noodles Perencah Asam Laksa,Pack,Malaysia,4.0
1734,Nissin,Top Ramen Short Cuts Beef,Pack,United States,3.5
1735,JML,Artificial Stew Beef,Bowl,China,3.75
1736,Nongshim,Chapagetti (South Korean),Pack,South Korea,4.0
1737,Chewy,Stir Rice Vermicelli Singaporean Laksa,Tray,China,3.75
1738,CJ CheilJedang,Mild Bean Curd Stew,Cup,South Korea,2.0
1739,Sarimi,Soto Koya Gurih,Pack,Indonesia,4.0
1740,Nissin,Top Ramen Cucharealo Picante Chicken,Pack,United States,4.5
1741,Binh Tay,Mi Chay Vegetarian,Pack,Vietnam,3.5
1742,Mr. Noodles,Shrimp,Pack,Canada,2.5
1743,Indomie,Mi Goreng Kriuuk Pedas,Pack,Indonesia,3.75
1744,Wai Wai,Vegetarian,Pack,Thailand,3.5
1745,Dragonfly,Mee Goreng Dry Ramen Noodles,Pack,China,3.75
1746,Vifon,Instant Porridge Chicken,Pack,Vietnam,3.25
1747,Seven-Eleven,Seven & I Shoyu,Cup,Japan,4.5
1748,Paldo,Kko Kko Myun King Cup,Bowl,South Korea,4.75
1749,Paldo,Seolleongtangmyeon,Pack,South Korea,3.5
1750,Paldo,Rabokki,Pack,South Korea,4.75
1751,Paldo,Namja,Pack,South Korea,5.0
1752,Paldo,Shoyu,Cup,Japan,3.25
1753,Paldo,Bibim Men Cucumber,Pack,South Korea,5.0
1754,Paldo,Kokomen Spicy Chicken,Pack,South Korea,5.0
1755,Paldo,Speed King Bowl (Prototype),Bowl,South Korea,3.5
1756,Master Kong,Potatoes & Stewed Beef,Pack,China,5.0
1757,Sunlee,Tom Yum Shrimp Rice Stick,Bowl,Thailand,3.75
1758,Maruchan,Tempura Soba,Pack,Japan,4.0
1759,SuperMi,Sedaaap Mi Kuah Rasa Soto,Pack,Indonesia,4.0
1760,Souper,Bowl Ramen Shrimp,Bowl,Taiwan,3.75
1761,Vina Acecook,Oh! Ricey Phnom Penh Rice Noodle,Pack,Vietnam,3.75
1762,Chencun,Stewde Chicken Of Mushroom,Cup,China,3.25
1763,Indomie,Beef,Pack,Indonesia,3.5
1764,Mr. Noodles,Spicy Chicken,Pack,Canada,2.0
1765,Master Kong,Spicy Beef,Pack,China,3.75
1766,Mr. Noodles,Vegetable,Pack,Canada,1.75
1767,ABC,Selera Pedas Mi Goreng Hot Chicken Lemon,Pack,Indonesia,4.25
1768,Nongshim,Neoguri Mild (South Korea),Pack,South Korea,4.0
1769,Kim's Bowl,Vegetarian Tom Yum,Bowl,Thailand,3.5
1770,SuperMi,Super Rasa Ayam Bawang,Pack,Indonesia,4.0
1771,Ohsung,Hot Spicy Bowl With Soy Peptide,Bowl,South Korea,3.5
1772,Acecook,Super Big Ramen Soy Sauce,Bowl,Japan,1.25
1773,Little Cook,Abalone Chicken,Cup,Thailand,1.75
1774,Master Kong,Premium Taste Roasted Beef,Bowl,China,4.0
1775,Sarimi,Isi 2 Mi Goreng Rasa Ayam Kecap,Pack,Indonesia,4.5
1776,Gau Do,Hot Sour Shrimp,Pack,Vietnam,3.75
1777,Mr. Noodles,Chicken,Pack,Canada,3.0
1778,Nongshim,Bowl Noodle Savory Chicken (New),Bowl,United States,4.25
1779,Golden Wheat,South Korean Style Pork,Cup,China,3.0
1780,Golden Mie,Vegetable,Pack,Dubai,3.75
1781,Vina Acecook,Kingcook Vegetable,Pack,Vietnam,3.0
1782,Master Kong,Red Oil Dan Dan,Tray,China,2.75
1783,Sarimi,Soto Koya Jeruk Nipis,Pack,Indonesia,4.75
1784,Mr. Noodles,Spicy Beef,Pack,Canada,1.75
1785,Nongshim,Bowl Noodle Spicy Chicken (New),Bowl,United States,4.5
1786,Acecook,Super Big Ramen Tonkotsu,Bowl,Japan,1.0
1787,GreeNoodle,Shiitake & Soy Sauce,Pack,Thailand,1.5
1788,SuperMi,GoKar,Pack,Indonesia,4.0
1789,Uni-President,100 Beef With Sauerkraut,Pack,Taiwan,4.75
1790,Emart,Ramen E Ramen White Broth,Pack,South Korea,5.0
1791,Mr. Noodles,Beef,Pack,Canada,3.0
1792,Sarimi,Isi 2 Rasa Soto,Pack,Indonesia,3.5
1793,Hankow,Cai Lin Ji Dry Noodles,Tray,China,3.25
1794,Nissin,Cup Noodles Salsa Picante Chicken,Cup,United States,3.0
1795,Nongshim,Bowl Noodle Savory Shrimp (New),Bowl,United States,3.25
1796,Vina Acecook,Kingcook Beef,Pack,Vietnam,3.0
1797,Ottogi,Jin Ramen (Mild) (Import),Pack,South Korea,3.5
1798,Indomie,Mi Goreng Kriuuk Ayam,Pack,Indonesia,3.75
1799,Mamee,Express Cup Curry,Cup,Malaysia,2.5
1800,Mr. Noodles,Oriental,Pack,Canada,2.75
1801,Sarimi,Isi 2 Rasa Kari spesial,Pack,Indonesia,3.75
1802,JML,Seafood,Bowl,China,3.0
1803,Indomie,Rasa Sup Sayuran Vegan,Pack,Indonesia,2.25
1804,Little Cook,TVP Stewed Pork,Bowl,Thailand,3.5
1805,Nongshim,Bowl Noodle Hot & Spicy Beef (New),Pack,United States,3.5
1806,Mi Sedaap,Mi Kuah Rasa Ayam Bawang,Pack,Indonesia,4.0
1807,Kailo,Chicken,Pack,Hong Kong,3.5
1808,Nissin,Cup Noodles Shrimp Picante Style,Cup,United States,3.25
1809,Fashion Foods,Oriental,Bowl,Thailand,0.25
1810,Fashion Foods,Mushroom Vegetarian,Bowl,Thailand,1.75
1811,Fashion Foods,Beef Pho,Bowl,Thailand,3.75
1812,Super Bihun,Kuah Rice Noodles,Pack,Indonesia,4.5
1813,Sempio,Seafood Noodle Cup,Bowl,South Korea,3.5
1814,Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.25
1815,Long Kow,Kimchi Pickle Bean Vermicelli,Pack,Taiwan,1.5
1816,Thai Kitchen,Garlic Vegetable Rice Noodle,Pack,United States,3.5
1817,Nissin,Big Cup Noodles Roast Chicken,Cup,United States,3.25
1818,Nongshim,Bowl Noodle Savory Lobster (New),Bowl,United States,3.75
1819,JML,Artificial Stew Pork,Bowl,China,3.25
1820,Indomie,Mi Goreng Vegan,Pack,Indonesia,4.25
1821,Daikoku,Bikkuchigekara Big Chige,Bowl,Japan,3.75
1822,Nongshim,Udon ,Bowl,South Korea,4.25
1823,Nongshim,Ansungtangmyun (US Version),Pack,United States,3.75
1824,Nongshim,Soba,Pack,South Korea,4.25
1825,Nongshim,Bowl Noodle Savory Tempura Udon,Bowl,United States,3.5
1826,Nongshim,Shin Ramyun Black Onion,Cup,South Korea,5.0
1827,Nongshim,Bowl Noodle Spicy Kimchi (New),Bowl,United States,3.75
1828,Sapporo Ichiban,Chow Mein (New),Pack,United States,5.0
1829,Hosoonyi,Naengmyeon Combo,Bowl,United States,3.75
1830,Nissin,Spoon-it Chicken,Pack,United States,3.5
1831,JML,Artificial Mushroom Chicken,Bowl,China,1.25
1832,Nongshim,Jinjja Jinjja,Pack,South Korea,5.0
1833,Payless,Instant Mami Beef,Pack,Philippines,3.25
1834,Mamee,Express Cup Tom Yum,Cup,Malaysia,3.75
1835,Golden Mie,chicken,Pack,Dubai,3.25
1836,Wei Lih,Good Good Eat Super Ramen Vegetable,Pack,Taiwan,2.75
1837,Indomie,Mi Goreng Sate (Local),Pack,Indonesia,5.0
1838,JML,Artificial Spicy Beef,Bowl,China,3.5
1839,Nissin,U.F.O. Yakiosoba,Bowl,Japan,3.75
1840,Gau Do,Chicken Shrimp,Pack,Vietnam,2.5
1841,Maruchan,Yakisoba Spicy Vegetable,Tray,United States,3.25
1842,Ottogi,Odongtong Myon Seafood,Bowl,South Korea,2.75
1843,Indomie,Mi Goreng Rasa Ayam Panggang Jumbo (Local),Pack,Indonesia,5.0
1844,Indomie,Rasa Soto Betawi,Pack,Indonesia,4.5
1845,Indomie,Curly Noodle With Chicken Chilli Paddi,Pack,Indonesia,4.25
1846,Indomie,Rasa Mi Kocok Bandung,Pack,Indonesia,3.25
1847,Indomie,Rasa Soto Banjar Limau Kulit,Pack,Indonesia,5.0
1848,Indomie,Mi Goreng Jumbo Beef,Pack,Indonesia,5.0
1849,Indomie,Rasa Kari Ayam Medan,Pack,Indonesia,5.0
1850,Indomie,Rasa Empal Gentong,Pack,Indonesia,4.0
1851,Indomie,Mi Goreng Cakalang,Pack,Indonesia,4.0
1852,Indomie,Mi Goreng Instant Cup Noodles,Cup,Indonesia,5.0
1853,Indomie,Curly Noodle With Laksa Chilli,Pack,Indonesia,3.5
1854,Indomie,Mi Goreng Barbecue Chicken,Pack,Indonesia,5.0
1855,Yamamoto,Seafood Ramen,Bowl,Japan,3.5
1856,Nongshim,Bowl Noodle Savory Beef,Bowl,United States,4.0
1857,Golden Mie,Chicken Curry,Pack,Dubai,3.75
1858,Nissin,Spoon-it Beef,Pack,United States,3.25
1859,Ottogi,Kiss Myon,Pack,South Korea,3.75
1860,Nissin,Ramen Bowl Spicy Chicken,Bowl,United States,3.25
1861,Vifon,Hu Tieu Ca Stewed Fish,Bowl,Vietnam,3.75
1862,Indomie,Mi Goreng Rendang (Import),Pack,Indonesia,5.0
1863,Pulmuone,Nature Is Delicious Spicy,Pack,South Korea,3.75
1864,Nissin,Spoon-it Creamy Chicken,Pack,United States,4.0
1865,Four Seas,Seaweed,Bowl,Hong Kong,3.25
1866,Nongshim,Hearty Rice Noodle Beef,Pack,South Korea,4.25
1867,Saigon Ve Wong,Kung Fu Mixed Foods,Bowl,Vietnam,2.75
1868,Nissin,Chow Mein Spicy Chicken,Tray,United States,3.25
1869,Wu Mu,Pork Flavor Ramen,Pack,Taiwan,2.75
1870,Mee Jang,Noodle Soup Spicy Beef Garlic Onion,Bowl,Thailand,3.25
1871,Unif,Man Han Feast Spring Onion Eel,Bowl,Taiwan,4.25
1872,Golden Wheat,South Korean Style Beef,Cup,China,3.5
1873,Nissin,Chow Mein Chinese Chicken Vegetable,Tray,United States,4.0
1874,Nissin,Spoon-it Rich Hearty Beef Stew,Pack,United States,3.5
1875,Nissin,Demae Ramen Black Garlic Oil Tonkotsu,Pack,Japan,4.5
1876,Nissin,Big Cup Noodles Lime Chili Shrimp,Cup,United States,4.0
1877,Nissin,Chikin Ramen (Local),Pack,Japan,5.0
1878,Nissin,Cup Noodles Salsa Picante Shrimp,Cup,United States,3.5
1879,Nissin,Chow Mein Orange Chicken,Tray,United States,4.0
1880,Nissin,Spoon-it Rich Hearty Savory Chicken,Pack,United States,3.25
1881,Nissin,Big Cup Noodles Spicy Chicken,Cup,United States,3.5
1882,JFC,Japanese Style Noodle Curry,Bowl,Japan,4.5
1883,Vina Acecook,Kingcook Chicken,Pack,Vietnam,3.5
1884,Chewy,Stir Rice Vermicelli Indonesian Gado Gado,Tray,China,2.25
1885,Samyang,Assorted Vegetable Ramen,Pack,South Korea,3.75
1886,Mamee,Express Cup Vegetarian,Cup,Malaysia,2.0
1887,Maruchan,Yakisoba Savory Soy Sauce,Tray,United States,3.75
1888,Mee Jang,Noodle Soup Sour Spicy Shrimp Tom Yum,Bowl,Thailand,2.5
1889,Ohsung,Hong Ramyun Soy Peptide Hot Spicy,Pack,South Korea,3.75
1890,Nissin,Cup Noodles Xo Sauce Seafood,Cup,Hong Kong,3.75
1891,Mi Sedaap,Mi Segera Mi Goreng Perisa Sambal Goreng,Pack,Indonesia,4.5
1892,Indomie,Rasa Sup Buntut Oxtail Soup,Pack,Indonesia,2.75
1893,Dragonfly,Artificial Seafood,Pack,China,3.75
1894,Nongshim,Udon Garlic Teriyaki,Pack,South Korea,4.75
1895,Indomie,Instant Cup Noodles Mi Goreng Satay,Cup,Indonesia,4.25
1896,Nongshim,Hearty Rice Noodle Black Bean Vegetable,Pack,South Korea,3.75
1897,Vina Acecook,Kingcook Shrimp,Pack,Vietnam,2.75
1898,Mamee,Express Cup Fried Onion Chicken,Cup,Malaysia,3.25
1899,Wang,Kitsune Udon,Bowl,South Korea,4.0
1900,Nongshim,Shin Ramyun Shrimp,Pack,China,4.5
1901,Indomie,Spicy Coconut Shrimp,Pack,Indonesia,4.75
1902,Samyang,Nagasaki Jjampong,Pack,South Korea,4.75
1903,Paldo,Kko Kko Myun,Pack,South Korea,5.0
1904,Ohsung,Hong Ramyun Soup Soy Peptide Mild,Pack,South Korea,3.25
1905,Mug Shot,Chicken,Pack,UK,3.0
1906,Mug Shot,Spicy Sweet & Sour,Pack,UK,3.0
1907,Saigon Ve Wong,Kung Fu Artificial Chicken Rice Noodle,Bowl,Vietnam,3.5
1908,Nissin,Gozen Tempura,Bowl,Japan,4.0
1909,Saigon Ve Wong,Kung Fu Vegetarian,Bowl,Vietnam,2.0
1910,Nissin,Ramen Bowl Kimchi,Bowl,United States,3.0
1911,Lishan,Black Rooster Chicken,Pack,Taiwan,1.5
1912,Mama,Moo Nam Tok Rice Vermicelli,Pack,Thailand,3.25
1913,Thai Kitchen,Bangkok Curry Rice Noodle,Pack,United States,2.75
1914,Paldo,Jjajangmen Black Bean,Pack,South Korea,4.0
1915,Daikoku,Shokuh Kitsune Udon,Bowl,Japan,4.25
1916,Yamamoto,Ponpoko Tempura Soba,Bowl,Japan,4.25
1917,Lucky Me!,Beef Na Beef,Pack,Philippines,3.75
1918,Nissin,Ramen Bowl Spicy Shrimp,Bowl,United States,3.0
1919,Paldo,Hwa King Cup,Cup,South Korea,3.5
1920,Dragonfly,Onion,Pack,China,3.75
1921,Nissin,Ramen Bowl Hot & Spicy,Bowl,United States,3.75
1922,Cap Atoom Bulan,Mie Telor Asli,Pack,Indonesia,3.0
1923,Mee Jang,Sour Spicy Chicken Tom Yum,Bowl,Thailand,3.25
1924,Dragonfly,Artificial Pork Ribs,Pack,China,4.0
1925,Sapporo Ichiban,Shio,Pack,Japan,5.0
1926,Mi Sedaap,Mi Segera Mi Sup Perisa Kari Ayam,Pack,Indonesia,4.0
1927,Dragonfly,Artificial Chicken,Pack,China,4.0
1928,Pot Noodle,Chicken & Mushroom,Cup,UK,3.75
1929,Nongshim,Seafood Ramyun,Pack,South Korea,3.75
1930,Sunlee,Tom Yum Shrimp Noodle,Bowl,Thailand,3.5
1931,Yamamoto,Shoyu,Bowl,Japan,4.25
1932,Nongshim,Oolongmen Artificial Chicken,Cup,South Korea,3.75
1933,Sura,Knife Cut Rice Noodle,Bowl,South Korea,3.75
1934,Wei Chuan,Miso Vegetables,Pack,Taiwan,3.25
1935,Little Cook,Spicy Beef,Cup,Thailand,2.75
1936,Vina Acecook,Hao Hao Shrimp Onion,Pack,Vietnam,3.0
1937,Master Kong,Artificial Spicy Beef,Pack,China,4.25
1938,Nissin,Gozen Kitsune Udon,Bowl,Japan,5.0
1939,GreeNoodle,Yakisoba,Pack,Thailand,3.0
1940,Snapdragon,Chinese Mushroom Rice Noodle,Cup,Singapore,2.5
1941,Yamamori,Tom Yam Ramen Pork,Pack,Japan,4.75
1942,Ottogi,Buckwheat Bibim Ramyon,Pack,South Korea,1.1
1943,Baijia,Sichuan Hot Pot Sweet Potato Thread,Bowl,China,0.5
1944,Mr. Udon,Seafood Selection,Pack,South Korea,3.5
1945,Mr. Udon,Japanese Miso,Pack,South Korea,2.75
1946,Fashion Foods,XO Sauce,Bowl,Thailand,1.25
1947,Ve Wong,Kung Fu Artificial Mushroom Pork,Bowl,Taiwan,1.25
1948,Master Kong,Artificial Braised Beef,Pack,China,4.25
1949,Lucky Me!,Supreme La Paz Batchoy Beef Garlic,Bowl,Philippines,3.5
1950,Omachi,Spaghetti,Pack,Vietnam,3.75
1951,Ottogi,Yeul Hot Taste,Bowl,South Korea,3.5
1952,Pot Noodle,Bombay Bad Boy,Cup,UK,4.0
1953,Master Kong,Artificial Pork,Pack,China,3.75
1954,Wei Wei,"""A"" Series Vegetarian",Pack,Taiwan,3.25
1955,Daikoku,My Friend Vic Tanuki Udon,Bowl,Japan,4.75
1956,Ottogi,Jin Ramen Big Bowl (Hot),Bowl,South Korea,3.5
1957,Vifon,Phu Gia Bamboo Shoot Artificial Pork Bean Thread,Pack,Vietnam,1.25
1958,Yamamoto,Ponpoko Tempura Udon,Bowl,Japan,4.75
1959,Pulmuone,Cold Noodles By Dad,Pack,South Korea,2.75
1960,Nissin,Demae Iccho Sesame Oil Chicken Macaroni,Pack,Japan,3.75
1961,Maggi,2 Minute Noodles Thrillin' Curry,Pack,India,2.0
1962,Yamamori,Tom Yam Prawn,Pack,Japan,4.5
1963,Fuku,Superior Soup Rice Noodle,Pack,Hong Kong,2.5
1964,Saigon Ve Wong,Kung Fu Artificial Pork Flavor,Bowl,Vietnam,3.0
1965,Maruchan,Yakisoba Spicy Chicken,Tray,United States,1.75
1966,Batchelors,Super Noodles Low Fat Sweet Thai Chilli,Pack,UK,2.0
1967,Wei Wei,"""A"" Series Artificial Chicken",Pack,Taiwan,3.25
1968,Wei Wei,"""A"" Series Artificial Hot Beef",Pack,Taiwan,3.75
1969,Koka,Spicy Black Pepper,Pack,Singapore,5.0
1970,Pot Noodle,Beef Tomato,Cup,UK,1.5
1971,Six Fortune,U-Dong,Pack,South Korea,4.0
1972,Little Cook,Artificial Onion,Cup,Thailand,3.5
1973,Batchelors,Super Noodles Low Fat Chicken Herb,Pack,UK,2.0
1974,Wei Lih,Goog Good Eat Super Ramen Hot Chili,Pack,Taiwan,3.75
1975,Nongshim,Oolongmen Artificial Seafood,Cup,South Korea,3.5
1976,Wei Chuan,Tomato Vegetables,Pack,Taiwan,4.0
1977,Maruchan,Ramen Noodle Soup Beef,Pack,United States,3.25
1978,Lucky Me!,Pancit Canton Extra Hot Chili,Pack,Philippines,4.0
1979,Little Cook,Vegetarian,Cup,Thailand,3.25
1980,Batchelors,Super Noodles Sweet & sour,Pack,UK,3.5
1981,Thai Kitchen,Lemongrass Chili Rice Noodle,Pack,United States,1.5
1982,Thai Kitchen,Spring Onion Rice Noodle,Pack,United States,3.75
1983,Haioreum,Asian Style Noodles Seafood,Bowl,South Korea,3.5
1984,Nongshim,Chapagetti Chajang,Pack,South Korea,4.0
1985,Batchelors,Super Noodles Mild Curry,Pack,UK,3.25
1986,Batchelors,Super Noodles To Go Chinese Space Rib,Bowl,UK,2.5
1987,Mama,Chand Clear Soup,Bowl,Thailand,3.5
1988,Vifon,South Korean Style Kim Chee,Bowl,Vietnam,4.25
1989,Vifon,Tu Quy Pork,Pack,Vietnam,2.75
1990,Sunlight,Steam Vermicelli,Pack,Taiwan,2.1
1991,Vedan,Bah Kut Tea Noodle For Vegetarians,Pack,Taiwan,3.25
1992,Ve Wong,Artificial Onion Flavor Bean Thread,Bowl,Taiwan,1.5
1993,Baijia,Single Noble Black Bone Chicken Sweet Potato Thread,Cup,China,0.0
1994,Vifon,Phu Gia Cua Crab Bean Thread,Pack,Vietnam,2.25
1995,Koyo,Tofu & Miso,Pack,United States,2.5
1996,Koyo,Mushroom,Pack,United States,2.75
1997,Baijia,Hot & Sour Casserole Stewed Rice Noodle,Pack,China,0.0
1998,Baijia,Sichuan Pickled Sweet Potato Thread,Pack,China,1.75
1999,Nongshim,Shin Ramyun Black,Pack,South Korea,4.75
2000,Pot Noodle,Chinese Chow Mein,Cup,UK,3.0
2001,Menraku,Tempura Soba,Bowl,Japan,3.75
2002,Batchelors,Super Noodles Barbecue Beef,Pack,UK,3.5
2003,Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.75
2004,Noah Foods,Phoya Chicken,Bowl,Vietnam,2.0
2005,Maruchan,Yakisoba Tomato Basil,Tray,United States,3.0
2006,Shirakiku,Japanese Style Tokusen Sio,Pack,Japan,3.25
2007,O Sung,Keopnurungji Rice Snack,Cup,South Korea,2.5
2008,Saigon Ve Wong,Kung Fu Suc Song Artificial Pork,Bowl,Vietnam,3.0
2009,Paldo,Gomtang,Cup,South Korea,4.0
2010,Goku Uma,Soy Sauce,Bowl,Japan,3.5
2011,Foodmon,DJ DOC Jjolmyeon,Bowl,South Korea,5.0
2012,Batchelors,Super Noodles To Go Curry,Bowl,UK,4.0
2013,Uni-President,One More Cup Kimchi,Cup,Taiwan,3.75
2014,Yum Yum,Duck,Pack,Thailand,3.25
2015,Batchelors,Super Noodles Bacon,Pack,UK,4.25
2016,Sahmyook,Vegetable,Pack,South Korea,3.25
2017,Myojo,Ippeichan Soy Sauce,Bowl,Japan,4.0
2018,Wai Wai,Quick Tom Yum Shrimp,Cup,Thailand,3.0
2019,Long Kow,Crystal Noodles Vegetables,Bowl,China,1.5
2020,Batchelors,Super Noodles Souther Fried Chicken,Pack,UK,3.75
2021,Mi Sedaap,Mi Goreng Perisa Asli,Pack,Indonesia,4.75
2022,Batchelors,Super Noodles Chinese Chow Mein,Pack,UK,2.75
2023,Yum Yum,Shrimp Tom Yum Flavor,Pack,Thailand,3.5
2024,Samyang,60 Ingredients,Cup,South Korea,2.75
2025,Super Bihun,Kuah Rasa Baso Sapi Rice Noodles,Pack,Indonesia,3.0
2026,Batchelors,Super Noodles Chicken,Pack,UK,3.25
2027,Nissin,Taisho Fried Noodle Yakisoba,Pack,Japan,4.25
2028,Mi Sedaap,Supreme Soto,Pack,Indonesia,4.0
2029,Pot Noodle,Original Curry,Cup,UK,3.75
2030,Lucky Me!,Pancit Canton Sweet Spicy,Pack,Philippines,5.0
2031,Yum Yum,Vegetable,Pack,Thailand,3.5
2032,Golden Wheat,South Korean Style Spicy Beef,Pack,China,3.5
2033,Unox,Good Noodles Chicken,Pack,Holland,3.5
2034,Menraku,Curry Udon,Bowl,Japan,4.75
2035,Mi Sedaap,Mi SupArtificial Chicken Special,Pack,Indonesia,3.0
2036,Yum Yum,Chicken,Pack,Thailand,3.5
2037,Nissin,Top Ramen Chicken,Pack,United States,3.25
2038,Nissin,Demae Ramen Chicken,Pack,Japan,3.0
2039,Lucky Me!,Lomi Seafood Vegetable,Pack,Philippines,0.5
2040,Mama,Pad Kee Mao Drunken,Pack,Thailand,2.0
2041,Ottogi,Yeul Ramyun,Pack,South Korea,4.25
2042,Wai Wai,Chicken Flavor,Pack,Thailand,0.9
2043,Mama,Pho Ga,Pack,Thailand,3.1
2044,Paldo,Gomtang,Pack,South Korea,4.75
2045,Doll,Spicy Tomkotsu,Pack,Hong Kong,4.25
2046,Yum Yum,Beef,Pack,Thailand,3.25
2047,Mee Jang,Artificial Shrimp Tom yum,Bowl,Thailand,3.5
2048,Sapporo Ichiban,Hot Spicy Chicken,Pack,United States,2.0
2049,Unox,Good Noodles Vegetable,Pack,Holland,3.75
2050,Little Cook,Wheat Gluten Stewed Duck Flavoured,Bowl,Thailand,2.75
2051,Annie Chun's,Soy Ginger Ramen,Pack,United States,1.5
2052,JML,Artificial Spicy Hot Beef,Pack,China,3.75
2053,Nissin,Cup Noodles Spicy Seafood,Cup,Hong Kong,3.75
2054,Dragonfly,Artificial Hot & Sour Shrimp,Bowl,China,4.5
2055,Samyang,Hot Beef,Pack,South Korea,4.25
2056,Menraku,Soy Sauce,Bowl,Japan,4.25
2057,Nan Hsing,Vegetarian Rice Noodles,Bowl,Taiwan,0.25
2058,Snapdragon,Beijing Vegetable Rice Noodle,Cup,Singapore,2.0
2059,Dragonfly,Artificial Chicken,Bowl,China,4.5
2060,Thai Kitchen,Thai Ginger Rice Noodle,Pack,United States,4.25
2061,Wang,Champong Spicy Seafood,Bowl,South Korea,3.5
2062,Tradition,Imitation Beef,Cup,United States,2.5
